Gene,Description,Case PTV,Control PTV,Case Missense (MPC ≥ 3),Control Missense (MPC ≥ 3),Case Missense (2 ≤ MPC < 3),Control Missense (2 ≤ MPC < 3),De novo PTV,De Novo Missense (MPC ≥ 3),De Novo Missense (2 ≤ MPC < 3),P meta,Q meta,OR (Class I),OR (Class II)
ENSG00000165832,TruB pseudouridine synthase family member 1,2,26,0,0,0,0,,,,0.126,1,0.309,
ENSG00000166685,component of oligomeric golgi complex 1,12,28,0,0,0,3,,,,0.126,1,1.72,0
ENSG00000167548,lysine methyltransferase 2D,7,13,0,4,8,31,,,,0.126,1,1.65,1.04
ENSG00000173258,zinc finger protein 483,0,14,0,0,0,0,,,,0.126,1,0,
ENSG00000173531,macrophage stimulating 1,18,52,0,0,1,14,,,,0.126,1,1.39,0.287
ENSG00000176927,EF-hand calcium binding domain 5,23,60,0,0,0,0,,,,0.126,1,1.54,
ENSG00000178980,selenoprotein W,5,8,0,0,0,0,,,,0.126,1,2.51,
ENSG00000197562,"RAB40C, member RAS oncogene family",3,4,0,0,11,59,,,,0.126,1,3.01,0.748
ENSG00000204655,myelin oligodendrocyte glycoprotein,5,10,0,0,0,0,,,,0.126,1,2.01,
ENSG00000206527,3-hydroxyacyl-CoA dehydratase 2,2,2,0,0,1,2,,,,0.126,1,4.01,2.01
ENSG00000213906,leukotriene B4 receptor 2,1,23,0,0,0,0,,,,0.126,1,0.174,
ENSG00000100603,SNW domain containing 1,4,6,0,0,5,17,,,,0.127,1,2.68,1.18
ENSG00000106638,transducin beta like 2,7,12,0,0,0,0,,,,0.127,1,2.34,
ENSG00000109205,"odontogenic, ameloblast associated",9,22,0,0,0,0,,,,0.127,1,1.64,
ENSG00000136689,interleukin 1 receptor antagonist,3,4,0,0,0,0,,,,0.127,1,3.01,
ENSG00000142449,fibrillin 3,42,102,0,0,0,0,,,,0.127,1,1.65,
ENSG00000151320,A-kinase anchoring protein 6,9,20,0,0,0,0,,,,0.127,1,1.81,
ENSG00000162391,family with sequence similarity 151 member A,12,80,0,0,0,0,,,,0.127,1,0.602,
ENSG00000164318,"EGF like, fibronectin type III and laminin G domains",7,46,0,0,0,0,,,,0.127,1,0.611,
ENSG00000167114,solute carrier family 27 member 4,10,24,0,0,0,0,,,,0.127,1,1.67,
ENSG00000169062,UPF3A regulator of nonsense mediated mRNA decay,10,20,0,0,0,0,,,,0.127,1,2.01,
ENSG00000173320,storkhead box 2,3,4,0,0,0,0,,,,0.127,1,3.01,
ENSG00000175857,"GRB2 binding adaptor protein, transmembrane",0,13,0,0,0,0,,,,0.127,1,0,
ENSG00000179314,WSC domain containing 1,2,25,0,0,0,0,,,,0.127,1,0.321,
ENSG00000213588,zinc finger and BTB domain containing 9,9,20,0,0,0,0,,,,0.127,1,1.81,
ENSG00000221890,neuronal pentraxin receptor,3,5,0,0,0,0,,,,0.127,1,2.41,
ENSG00000243710,cilia and flagella associated protein 57,6,52,0,0,0,0,,,,0.127,1,0.463,
ENSG00000244462,RNA binding motif protein 12,8,17,0,0,0,0,,,,0.127,1,1.89,
ENSG00000024526,DEP domain containing 1,19,49,0,0,0,0,,,,0.128,1,1.56,
ENSG00000086696,hydroxysteroid 17-beta dehydrogenase 2,10,21,0,0,0,0,,,,0.128,1,1.91,
ENSG00000090520,DnaJ heat shock protein family (Hsp40) member B11,3,4,0,0,1,1,,,,0.128,1,3.01,4.01
ENSG00000113361,cadherin 6,4,7,0,0,0,0,,,,0.128,1,2.29,
ENSG00000114988,"lectin, mannose binding 2 like",10,20,0,0,0,0,,,,0.128,1,2.01,
ENSG00000117620,solute carrier family 35 member A3,0,12,0,0,0,0,,,,0.128,1,0,
ENSG00000130717,uridine-cytidine kinase 1,6,9,0,0,0,0,,,,0.128,1,2.68,
ENSG00000131914,lin-28 homolog A,3,5,0,0,0,0,,,,0.128,1,2.41,
ENSG00000146005,pleckstrin and Sec7 domain containing 2,8,17,0,0,0,0,,,,0.128,1,1.89,
ENSG00000161970,ribosomal protein L26,1,0,0,0,1,2,,,,0.128,1,Infinity,2.01
ENSG00000166450,protogenin,6,47,0,0,0,0,,,,0.128,1,0.512,
ENSG00000166924,neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1,3,4,0,0,0,2,,,,0.128,1,3.01,0
ENSG00000213221,DNL-type zinc finger,4,6,0,0,0,0,,,,0.128,1,2.68,
ENSG00000075651,phospholipase D1,26,67,0,0,0,0,,,,0.129,1,1.56,
ENSG00000076356,plexin A2,12,32,0,0,2,4,,,,0.129,1,1.51,2.01
ENSG00000078725,BMP/retinoic acid inducible neural specific 1,4,6,0,0,0,0,,,,0.129,1,2.68,
ENSG00000100605,inositol-tetrakisphosphate 1-kinase,4,4,0,0,0,0,,,,0.129,1,4.01,
ENSG00000102390,polysaccharide biosynthesis domain containing 1,3,4,0,0,0,0,,,,0.129,1,3.01,
ENSG00000105793,GTP binding protein 10,11,26,0,0,0,0,,,,0.129,1,1.7,
ENSG00000113721,platelet derived growth factor receptor beta,6,19,0,0,11,20,,,,0.129,1,1.27,2.21
ENSG00000126581,beclin 1,1,12,0,0,0,0,,,,0.129,1,0.334,
ENSG00000151233,glucoside xylosyltransferase 1,9,18,0,0,0,0,,,,0.129,1,2.01,
ENSG00000157020,"SEC13 homolog, nuclear pore and COPII coat complex component",6,11,0,0,0,0,,,,0.129,1,2.19,
ENSG00000162595,DIRAS family GTPase 3,5,7,0,0,2,4,,,,0.129,1,2.87,2.01
ENSG00000163374,YY1 associated protein 1,27,78,0,4,5,4,,,,0.129,1,1.32,5.02
ENSG00000168481,leucine rich repeat LGI family member 3,6,12,0,0,0,0,,,,0.129,1,2.34,
ENSG00000174989,F-box and WD repeat domain containing 8,7,53,0,0,0,0,,,,0.129,1,0.53,
ENSG00000178127,NADH:ubiquinone oxidoreductase core subunit V2,6,13,0,0,0,0,,,,0.129,1,1.85,
ENSG00000179846,NTPase KAP family P-loop domain containing 1,3,0,0,0,0,1,,,,0.129,1,Infinity,0
ENSG00000197323,tripartite motif containing 33,2,1,0,0,9,30,,,,0.129,1,8.03,1.2
ENSG00000082515,mitochondrial ribosomal protein L22,6,9,0,0,0,0,,,,0.13,1,2.68,
ENSG00000099822,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2,2,3,1,4,26,55,,,,0.13,1,1.72,1.9
ENSG00000114933,INO80 complex subunit D,3,5,0,0,2,5,,,,0.13,1,2.41,1.61
ENSG00000128408,RIB43A domain with coiled-coils 2,12,19,0,0,0,0,,,,0.13,1,2.54,
ENSG00000136720,heparan sulfate 6-O-sulfotransferase 1,4,3,0,0,0,0,,,,0.13,1,5.35,
ENSG00000141556,tubulin folding cofactor D,14,35,0,0,0,0,,,,0.13,1,1.61,
ENSG00000153822,potassium inwardly rectifying channel subfamily J member 16,8,17,0,0,0,0,,,,0.13,1,1.89,
ENSG00000158987,Rap guanine nucleotide exchange factor 6,8,19,0,0,0,0,,,,0.13,1,1.69,
ENSG00000164638,solute carrier family 29 member 4,8,17,0,0,0,0,,,,0.13,1,1.89,
ENSG00000169926,Kruppel like factor 13,,,,,4,12,,,,0.13,1,Infinity,1.34
ENSG00000171311,exosome component 1,7,15,0,0,0,0,,,,0.13,1,1.87,
ENSG00000177879,adaptor related protein complex 3 subunit sigma 1,2,2,0,0,1,0,,,,0.13,1,4.01,Infinity
ENSG00000177989,outer dense fiber of sperm tails 3B,5,8,0,0,0,0,,,,0.13,1,2.51,
ENSG00000183643,chromosome 15 putative open reading frame 32,4,3,0,0,0,0,,,,0.13,1,5.35,
ENSG00000185156,major facilitator superfamily domain containing 6 like,3,31,0,0,0,0,,,,0.13,1,0.388,
ENSG00000187553,cytochrome P450 family 26 subfamily C member 1,3,5,0,0,7,5,,,,0.13,1,2.41,5.62
ENSG00000221916,chromosome 19 open reading frame 73,0,12,0,0,0,0,,,,0.13,1,0,
ENSG00000065154,ornithine aminotransferase,8,16,0,0,0,0,,,,0.131,1,2.01,
ENSG00000116580,gon-4 like,13,44,2,17,11,39,,,,0.131,1,0.987,1.13
ENSG00000127540,"ubiquinol-cytochrome c reductase, complex III subunit XI",2,1,0,0,0,0,,,,0.131,1,8.03,
ENSG00000131126,testis expressed 101,9,18,0,0,0,0,,,,0.131,1,2.01,
ENSG00000131779,peroxisomal biogenesis factor 11 beta,6,12,0,0,0,0,,,,0.131,1,2.01,
ENSG00000133121,StAR related lipid transfer domain containing 13,3,25,0,0,0,0,,,,0.131,1,0.482,
ENSG00000149575,sodium voltage-gated channel beta subunit 2,5,8,0,0,0,0,,,,0.131,1,2.51,
ENSG00000150977,Rab interacting lysosomal protein like 2,5,7,0,0,0,0,,,,0.131,1,2.87,
ENSG00000154760,schlafen family member 13,4,40,2,15,1,5,,,,0.131,1,0.438,0.803
ENSG00000158901,WAP four-disulfide core domain 8,5,13,0,0,0,0,,,,0.131,1,1.54,
ENSG00000164729,solute carrier family 35 member G3,7,12,0,0,0,0,,,,0.131,1,2.34,
ENSG00000164741,DLC1 Rho GTPase activating protein,8,18,0,0,0,0,,,,0.131,1,1.78,
ENSG00000167862,mitochondrial ribosomal protein L58,0,13,0,0,0,0,,,,0.131,1,0,
ENSG00000168806,leucine carboxyl methyltransferase 2,9,63,0,0,0,0,,,,0.131,1,0.573,
ENSG00000178385,pleckstrin homology domain containing M3,8,16,0,0,8,35,,,,0.131,1,2.01,0.917
ENSG00000179639,Fc fragment of IgE receptor Ia,9,17,0,0,0,0,,,,0.131,1,2.13,
ENSG00000204424,lymphocyte antigen 6 family member G6F,2,26,0,0,0,0,,,,0.131,1,0.309,
ENSG00000100312,acrosin,5,8,0,0,0,0,,,,0.132,1,2.51,
ENSG00000100583,sterile alpha motif domain containing 15,8,59,0,0,0,0,,,,0.132,1,0.544,
ENSG00000104870,Fc fragment of IgG receptor and transporter,0,12,0,0,0,0,,,,0.132,1,0,
ENSG00000109771,LRP2 binding protein,7,14,0,0,0,0,,,,0.132,1,2.01,
ENSG00000111554,Mdm1 nuclear protein,17,41,0,0,0,0,,,,0.132,1,1.66,
ENSG00000119705,SRA stem-loop interacting RNA binding protein,10,21,0,0,0,0,,,,0.132,1,1.91,
ENSG00000127952,serine/threonine/tyrosine interacting like 1,9,21,0,0,0,0,,,,0.132,1,1.72,
ENSG00000136425,calcium and integrin binding family member 2,3,3,0,0,0,0,,,,0.132,1,4.01,
ENSG00000141376,BCAS3 microtubule associated cell migration factor,2,25,0,0,0,0,,,,0.132,1,0.321,
ENSG00000151806,"GUF1 homolog, GTPase",14,34,0,0,0,0,,,,0.132,1,1.65,
ENSG00000161509,glutamate ionotropic receptor NMDA type subunit 2C,16,33,0,0,0,0,,,,0.132,1,1.95,
ENSG00000166090,interleukin 25,0,15,0,0,0,0,,,,0.132,1,0,
ENSG00000172201,"inhibitor of DNA binding 4, HLH protein",3,3,0,0,0,0,,,,0.132,1,4.01,
ENSG00000176945,"mucin 20, cell surface associated",7,14,0,0,0,0,,,,0.132,1,2.01,
ENSG00000090615,golgin A3,11,23,0,0,0,0,,,,0.133,1,1.92,
ENSG00000108946,protein kinase cAMP-dependent type I regulatory subunit alpha,1,0,0,0,3,5,,,,0.133,1,Infinity,2.41
ENSG00000118680,myosin light chain 12B,3,3,1,2,0,1,,,,0.133,1,3.21,0
ENSG00000129244,ATPase Na+/K+ transporting subunit beta 2,3,4,0,0,0,0,,,,0.133,1,3.01,
ENSG00000132185,Fc receptor like A,3,30,0,0,0,0,,,,0.133,1,0.401,
ENSG00000136869,toll like receptor 4,2,28,0,0,0,0,,,,0.133,1,0.287,
ENSG00000140955,adenosine deaminase domain containing 2,11,29,0,0,0,0,,,,0.133,1,1.52,
ENSG00000141510,tumor protein p53,3,5,0,0,1,7,,,,0.133,1,2.41,0.573
ENSG00000146955,"RAB19, member RAS oncogene family",1,22,0,0,0,0,,,,0.133,1,0.182,
ENSG00000158747,"NBL1, DAN family BMP antagonist",3,5,0,0,0,0,,,,0.133,1,2.41,
ENSG00000162551,"alkaline phosphatase, biomineralization associated",4,37,0,0,0,0,,,,0.133,1,0.434,
ENSG00000167191,G protein-coupled receptor class C group 5 member B,7,14,0,0,0,0,,,,0.133,1,2.01,
ENSG00000167194,chromosome 16 open reading frame 92,2,6,0,0,0,0,,,,0.133,1,1.34,
ENSG00000172331,bisphosphoglycerate mutase,0,12,0,0,0,0,,,,0.133,1,0,
ENSG00000248487,abhydrolase domain containing 14A,0,12,0,0,0,0,,,,0.133,1,0,
ENSG00000019169,macrophage receptor with collagenous structure,18,45,0,0,0,0,,,,0.134,1,1.61,
ENSG00000091972,CD200 molecule,3,9,0,0,0,0,,,,0.134,1,1.34,
ENSG00000092140,G2/M-phase specific E3 ubiquitin protein ligase,4,8,0,0,0,0,,,,0.134,1,2.01,
ENSG00000103196,cysteine rich secretory protein LCCL domain containing 2,2,25,0,0,0,0,,,,0.134,1,0.321,
ENSG00000111254,A-kinase anchoring protein 3,2,27,0,0,0,0,,,,0.134,1,0.297,
ENSG00000116922,chromosome 1 open reading frame 109,0,12,0,0,0,0,,,,0.134,1,0,
ENSG00000123600,methyltransferase like 8,4,25,0,0,0,0,,,,0.134,1,0.642,
ENSG00000131788,protein inhibitor of activated STAT 3,6,13,0,0,0,0,,,,0.134,1,1.85,
ENSG00000146833,tripartite motif containing 4,4,32,0,0,0,0,,,,0.134,1,0.502,
ENSG00000156374,polycomb group ring finger 6,0,12,0,0,0,0,,,,0.134,1,0,
ENSG00000157259,GATA zinc finger domain containing 1,2,2,0,0,0,0,,,,0.134,1,4.01,
ENSG00000162006,mesothelin like,20,71,0,0,0,0,,,,0.134,1,1.13,
ENSG00000165490,DNA damage induced apoptosis suppressor,10,67,0,0,0,0,,,,0.134,1,0.599,
ENSG00000169783,leucine rich repeat and Ig domain containing 1,2,2,0,0,12,17,,,,0.134,1,4.01,2.83
ENSG00000197070,arrestin domain containing 1,8,17,0,0,0,0,,,,0.134,1,1.89,
ENSG00000204084,inositol polyphosphate-5-phosphatase B,16,37,0,0,0,0,,,,0.134,1,1.74,
ENSG00000204314,proline rich transmembrane protein 1,3,2,0,0,0,0,,,,0.134,1,6.02,
ENSG00000204560,DEAH-box helicase 16,14,89,0,0,1,0,,,,0.134,1,0.631,Infinity
ENSG00000007174,dynein axonemal heavy chain 9,62,204,0,0,0,0,,,,0.135,1,1.24,
ENSG00000078674,pericentriolar material 1,16,47,0,0,0,0,,,,0.135,1,1.37,
ENSG00000101938,chordin like 1,5,8,0,0,0,0,,,,0.135,1,2.51,
ENSG00000102081,FMRP translational regulator 1,4,3,0,0,7,32,,,,0.135,1,5.35,0.878
ENSG00000115977,AP2 associated kinase 1,3,4,0,0,0,0,,,,0.135,1,3.01,
ENSG00000119614,visual system homeobox 2,5,7,0,0,0,0,,,,0.135,1,2.87,
ENSG00000121310,enoyl-CoA hydratase domain containing 2,2,24,0,0,0,0,,,,0.135,1,0.334,
ENSG00000151304,serum response factor binding protein 1,4,38,0,0,0,0,,,,0.135,1,0.422,
ENSG00000156136,deoxycytidine kinase,0,12,0,0,0,0,,,,0.135,1,0,
ENSG00000160753,RUN and SH3 domain containing 1,8,14,0,0,12,23,,,,0.135,1,2.29,2.09
ENSG00000166012,"TATA-box binding protein associated factor, RNA polymerase I subunit D",3,30,0,0,0,0,,,,0.135,1,0.401,
ENSG00000169840,GS homeobox 1,2,1,0,0,2,6,,,,0.135,1,8.03,1.34
ENSG00000187775,dynein axonemal heavy chain 17,49,254,0,0,0,0,,,,0.135,1,0.774,
ENSG00000188011,receptor transporter protein 5 (putative),5,13,0,0,0,0,,,,0.135,1,1.54,
ENSG00000198183,BPI fold containing family A member 1,3,32,0,0,0,0,,,,0.135,1,0.376,
ENSG00000198932,G protein-coupled receptor associated sorting protein 1,11,23,0,0,0,0,,,,0.135,1,1.92,
ENSG00000240682,ISY1 splicing factor homolog,1,1,0,0,5,9,,,,0.135,1,4.01,2.23
ENSG00000070718,adaptor related protein complex 3 subunit mu 2,2,24,0,0,0,0,,,,0.136,1,0.334,
ENSG00000090971,N-acetyltransferase 14 (putative),6,1,0,0,0,0,,,,0.136,1,24.1,
ENSG00000092470,WD repeat domain 76,12,34,0,0,0,0,,,,0.136,1,1.42,
ENSG00000104408,eukaryotic translation initiation factor 3 subunit E,5,7,0,0,10,20,,,,0.136,1,2.87,2.01
ENSG00000105695,myelin associated glycoprotein,7,11,0,0,0,0,,,,0.136,1,2.55,
ENSG00000106113,corticotropin releasing hormone receptor 2,3,24,0,0,0,0,,,,0.136,1,0.502,
ENSG00000117543,diphthamide biosynthesis 5,10,19,0,0,0,0,,,,0.136,1,2.11,
ENSG00000123297,"Ts translation elongation factor, mitochondrial",9,23,0,0,0,0,,,,0.136,1,1.57,
ENSG00000143322,"ABL proto-oncogene 2, non-receptor tyrosine kinase",13,30,0,0,13,40,,,,0.136,1,1.74,1.3
ENSG00000144026,zinc finger protein 514,12,23,0,0,0,0,,,,0.136,1,2.09,
ENSG00000165119,heterogeneous nuclear ribonucleoprotein K,1,2,1,2,7,15,,,,0.136,1,2.01,1.87
ENSG00000169991,intermediate filament family orphan 2,2,3,0,0,12,23,,,,0.136,1,2.68,2.09
ENSG00000176020,adhesion molecule with Ig like domain 3,4,44,0,0,0,0,,,,0.136,1,0.365,
ENSG00000178301,aquaporin 11,5,11,0,0,0,0,,,,0.136,1,1.82,
ENSG00000183655,kelch like family member 25,15,30,0,0,0,0,,,,0.136,1,2.01,
ENSG00000184887,BTB domain containing 6,2,26,0,0,0,0,,,,0.136,1,0.309,
ENSG00000196247,zinc finger protein 107,6,49,0,0,0,0,,,,0.136,1,0.491,
ENSG00000198083,keratin associated protein 9-9,3,4,0,0,0,0,,,,0.136,1,3.01,
ENSG00000244588,RAD21 cohesin complex component like 1,6,1,0,0,0,0,,,,0.136,1,24.1,
ENSG00000246705,H2A.J histone,3,4,0,0,10,16,,,,0.136,1,3.01,2.51
ENSG00000258713,chromosome 20 open reading frame 141,8,15,0,0,0,0,,,,0.136,1,2.14,
ENSG00000003096,kelch like family member 13,2,2,0,0,0,2,,,,0.137,1,4.01,0
ENSG00000022567,solute carrier family 45 member 4,2,30,0,0,0,0,,,,0.137,1,0.268,
ENSG00000065485,protein disulfide isomerase family A member 5,3,33,0,0,0,0,,,,0.137,1,0.365,
ENSG00000081913,PH domain and leucine rich repeat protein phosphatase 1,5,7,0,0,0,0,,,,0.137,1,2.87,
ENSG00000100652,solute carrier family 10 member 1,9,55,0,0,0,0,,,,0.137,1,0.657,
ENSG00000115827,DDB1 and CUL4 associated factor 17,5,29,0,0,0,0,,,,0.137,1,0.692,
ENSG00000120278,pleckstrin homology and RhoGEF domain containing G1,14,26,0,0,0,0,,,,0.137,1,2.16,
ENSG00000122735,dynein axonemal intermediate chain 1,12,21,0,0,0,0,,,,0.137,1,2.29,
ENSG00000130513,growth differentiation factor 15,6,9,0,0,2,3,,,,0.137,1,2.68,2.68
ENSG00000133328,phospholipase A and acyltransferase 2,2,3,0,0,0,0,,,,0.137,1,2.68,
ENSG00000136026,cytoskeleton associated protein 4,0,13,0,0,0,0,,,,0.137,1,0,
ENSG00000137200,cap methyltransferase 1,5,10,0,0,7,24,,,,0.137,1,2.01,1.17
ENSG00000143970,ASXL transcriptional regulator 2,5,10,0,2,0,0,,,,0.137,1,1.67,
ENSG00000145220,Ly1 antibody reactive,2,25,0,0,0,0,,,,0.137,1,0.321,
ENSG00000145839,interleukin 9,0,11,0,0,0,0,,,,0.137,1,0,
ENSG00000156234,C-X-C motif chemokine ligand 13,3,3,0,0,0,0,,,,0.137,1,4.01,
ENSG00000163806,speedy/RINGO cell cycle regulator family member A,4,5,0,0,0,0,,,,0.137,1,3.21,
ENSG00000163946,transcription activation suppressor,6,12,0,0,0,0,,,,0.137,1,2.01,
ENSG00000166265,cysteine and tyrosine rich 1,2,3,0,0,0,0,,,,0.137,1,2.68,
ENSG00000167637,zinc finger protein 283,12,32,0,0,0,0,,,,0.137,1,1.51,
ENSG00000168631,mucin like 3,4,6,0,0,0,0,,,,0.137,1,2.68,
ENSG00000172239,poly(A) binding protein interacting protein 1,3,3,0,0,0,0,,,,0.137,1,4.01,
ENSG00000178789,CD300 molecule like family member b,3,5,0,0,0,0,,,,0.137,1,2.41,
ENSG00000180772,angiotensin II receptor type 2,0,11,0,0,0,0,,,,0.137,1,0,
ENSG00000183269,olfactory receptor family 52 subfamily E member 8,9,14,0,0,0,0,,,,0.137,1,2.58,
ENSG00000187569,developmental pluripotency associated 3,4,26,0,0,0,0,,,,0.137,1,0.617,
ENSG00000196748,colipase like 2,2,2,0,0,0,0,,,,0.137,1,4.01,
ENSG00000196911,karyopherin subunit alpha 5,8,16,0,0,0,0,,,,0.137,1,2.01,
ENSG00000204237,oxidoreductase like domain containing 1,3,5,0,0,0,0,,,,0.137,1,2.41,
ENSG00000071967,cytochrome b reductase 1,0,12,0,0,0,0,,,,0.138,1,0,
ENSG00000088367,erythrocyte membrane protein band 4.1 like 1,5,9,0,0,3,12,,,,0.138,1,2.23,1
ENSG00000090054,serine palmitoyltransferase long chain base subunit 1,15,36,0,0,0,0,,,,0.138,1,1.67,
ENSG00000090621,poly(A) binding protein cytoplasmic 4,1,8,0,4,3,8,,,,0.138,1,0.334,1.51
ENSG00000110245,apolipoprotein C3,3,2,0,0,0,0,,,,0.138,1,6.02,
ENSG00000119787,atlastin GTPase 2,5,10,0,0,0,0,,,,0.138,1,2.01,
ENSG00000124614,ribosomal protein S10,2,1,0,0,4,5,,,,0.138,1,8.03,3.21
ENSG00000130827,plexin A3,1,21,0,0,0,0,,,,0.138,1,0.191,
ENSG00000163581,solute carrier family 2 member 2,4,37,0,0,0,0,,,,0.138,1,0.434,
ENSG00000164385,long intergenic non-protein coding RNA 1600,2,2,0,0,0,0,,,,0.138,1,4.01,
ENSG00000166896,ATP23 metallopeptidase and ATP synthase assembly factor homolog,7,15,0,0,0,0,,,,0.138,1,1.87,
ENSG00000197769,microtubule associated protein 1 light chain 3 gamma,5,11,0,0,0,0,,,,0.138,1,1.82,
ENSG00000215041,neuralized E3 ubiquitin protein ligase 4,10,20,0,0,0,0,,,,0.138,1,2.01,
ENSG00000215305,VPS16 core subunit of CORVET and HOPS complexes,6,48,0,0,0,0,,,,0.138,1,0.502,
ENSG00000065457,adenosine deaminase tRNA specific 1,14,31,0,0,0,0,,,,0.139,1,1.81,
ENSG00000081237,protein tyrosine phosphatase receptor type C,6,14,0,0,0,0,,,,0.139,1,1.72,
ENSG00000087095,nemo like kinase,3,3,0,0,9,16,,,,0.139,1,4.01,2.26
ENSG00000127080,inositol-pentakisphosphate 2-kinase,5,10,0,0,0,0,,,,0.139,1,2.01,
ENSG00000131378,"raftlin, lipid raft linker 1",7,42,0,0,0,0,,,,0.139,1,0.669,
ENSG00000136059,villin like,8,60,0,0,0,0,,,,0.139,1,0.535,
ENSG00000137831,uveal autoantigen with coiled-coil domains and ankyrin repeats,15,89,0,0,0,0,,,,0.139,1,0.676,
ENSG00000140876,nudix hydrolase 7,2,24,0,0,0,0,,,,0.139,1,0.334,
ENSG00000140987,zinc finger and SCAN domain containing 32,5,32,0,0,0,0,,,,0.139,1,0.627,
ENSG00000158528,protein phosphatase 1 regulatory subunit 9A,8,14,0,0,0,0,,,,0.139,1,2.29,
ENSG00000166444,DENN domain containing 2B,7,12,0,0,1,5,,,,0.139,1,2.34,0.803
ENSG00000168546,GDNF family receptor alpha 2,2,1,0,0,3,10,,,,0.139,1,8.03,1.2
ENSG00000175877,transmembrane protein 270,1,19,0,0,0,0,,,,0.139,1,0.211,
ENSG00000183856,IQ motif containing GTPase activating protein 3,24,66,0,0,0,0,,,,0.139,1,1.46,
ENSG00000197364,S100 calcium binding protein A7 like 2,5,7,0,0,0,0,,,,0.139,1,2.87,
ENSG00000197459,,2,24,0,0,0,0,,,,0.139,1,0.334,
ENSG00000258659,tripartite motif containing 34,7,12,0,0,0,0,,,,0.139,1,2.34,
ENSG00000007372,paired box 6,1,0,0,2,6,5,,,,0.14,1,2.01,4.82
ENSG00000092009,chymase 1,9,20,0,0,0,0,,,,0.14,1,1.81,
ENSG00000103091,WD repeat domain 59,4,36,0,0,2,14,,,,0.14,1,0.446,0.573
ENSG00000119685,tubulin tyrosine ligase like 5,21,59,0,0,0,0,,,,0.14,1,1.43,
ENSG00000120160,equatorin,8,25,0,0,0,0,,,,0.14,1,1.28,
ENSG00000135052,golgi membrane protein 1,11,31,0,0,0,0,,,,0.14,1,1.42,
ENSG00000136750,glutamate decarboxylase 2,4,7,0,0,0,0,,,,0.14,1,2.29,
ENSG00000136928,gamma-aminobutyric acid type B receptor subunit 2,4,4,0,1,11,36,,,,0.14,1,3.21,1.23
ENSG00000136982,DNA replication and sister chromatid cohesion 1,7,14,0,0,0,0,,,,0.14,1,2.01,
ENSG00000137073,ubiquitin associated protein 2,8,58,0,0,0,0,,,,0.14,1,0.553,
ENSG00000165626,BEN domain containing 7,6,15,0,0,0,0,,,,0.14,1,1.61,
ENSG00000172031,epoxide hydrolase 4,7,14,0,0,0,0,,,,0.14,1,2.01,
ENSG00000181273,olfactory receptor family 5 subfamily AK member 2,8,14,0,0,0,0,,,,0.14,1,2.29,
ENSG00000186146,defensin beta 131A,3,3,0,0,0,0,,,,0.14,1,4.01,
ENSG00000186648,capping protein regulator and myosin 1 linker 3,17,41,0,0,0,0,,,,0.14,1,1.66,
ENSG00000205426,keratin 81,6,12,0,0,0,0,,,,0.14,1,2.01,
ENSG00000021461,cytochrome P450 family 3 subfamily A member 43,4,31,0,0,0,0,,,,0.141,1,0.518,
ENSG00000082482,potassium two pore domain channel subfamily K member 2,3,6,0,0,3,0,,,,0.141,1,2.01,Infinity
ENSG00000089356,FXYD domain containing ion transport regulator 3,1,13,0,0,0,0,,,,0.141,1,0.309,
ENSG00000096968,Janus kinase 2,9,18,0,0,0,0,,,,0.141,1,2.01,
ENSG00000100426,zinc finger BED-type containing 4,7,11,0,0,0,0,,,,0.141,1,2.55,
ENSG00000104804,TUB like protein 2,13,35,0,0,5,9,,,,0.141,1,1.49,2.23
ENSG00000104936,DM1 protein kinase,8,17,0,0,0,0,,,,0.141,1,1.89,
ENSG00000106852,LIM homeobox 6,1,0,1,3,5,21,,,,0.141,1,4.01,0.956
ENSG00000108878,calcium voltage-gated channel auxiliary subunit gamma 1,5,10,0,0,0,0,,,,0.141,1,2.01,
ENSG00000149646,cyclic nucleotide binding domain containing 2,16,34,0,0,0,0,,,,0.141,1,1.89,
ENSG00000154822,phospholipase C like 2,2,3,0,0,3,10,,,,0.141,1,2.68,1.2
ENSG00000158321,activator of transcription and developmental regulator AUTS2,2,4,0,0,1,0,,,,0.141,1,2.01,Infinity
ENSG00000159496,ral guanine nucleotide dissociation stimulator like 4,5,44,0,0,0,0,,,,0.141,1,0.456,
ENSG00000161572,,4,5,0,0,0,0,,,,0.141,1,3.21,
ENSG00000164039,3-hydroxybutyrate dehydrogenase 2,8,16,0,0,0,0,,,,0.141,1,2.01,
ENSG00000168300,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,3,2,0,1,4,15,,,,0.141,1,4.01,1.07
ENSG00000175309,5-phosphohydroxy-L-lysine phospho-lyase,16,41,0,0,0,0,,,,0.141,1,1.57,
ENSG00000175832,ETS variant transcription factor 4,3,28,0,0,0,0,,,,0.141,1,0.43,
ENSG00000204264,proteasome 20S subunit beta 8,5,11,0,0,0,0,,,,0.141,1,1.82,
ENSG00000213853,epithelial membrane protein 2,0,12,0,0,0,0,,,,0.141,1,0,
ENSG00000005022,solute carrier family 25 member 5,1,1,2,0,7,8,,,,0.142,1,12,3.51
ENSG00000025770,non-SMC condensin II complex subunit H2,1,21,0,0,0,0,,,,0.142,1,0.191,
